folio,foliohog,id_calefac,calef_tipo,calef_otro,calef_dia,calef_hor,calef_min,calef_adqu,calef_anio
16986,1,1,5,MINISPLIT,30,03,00,1,04
17030,1,1,3, ,20,08,00,1,04
17096,1,1,2, ,156,00,30,1,01
17348,1,1,2, ,60,08,00,1,17
17938,1,1,3, ,30,08,00,1,04
17945,1,1,1, ,8,02,00,1,04
17968,1,1,3, ,90,00,20,1,04
18024,1,1,2, ,60,01,00,1,10
18034,1,1,2, ,10,00,30,2,03
18040,1,1,1, ,30,03,00,1,01
18041,1,2,1, ,20,02,00,2,07
18041,1,1,1, ,20,03,00,1,21
18130,1,1,2, ,30,03,00,1,03
18130,1,2,2, ,30,03,00,1,01
18157,1,1,1, ,60,03,00,1,02
18168,1,1,4, ,30,01,00,1,05
18470,1,1,3, ,20,02,00,1,01
18519,1,1,3, ,30,12,00,1,01
18647,1,1,2, ,3,02,00,1,01
18648,1,1,2, ,15,02,00,1,02
18658,1,1,2, ,90,05,00,1,01
18699,1,1,2, ,20,00,30,1,02
18819,1,1,2, ,28,02,00,2,03
18847,1,1,2, ,3,01,00,1,15
18859,1,1,1, ,20,01,00,2,99
18862,1,1,2, ,15,01,00,1,01
18899,1,1,3, ,35,08,00,1,03
18900,1,1,1, ,20,01,30,1,03
18918,1,1,1, ,40,02,00,1,08
18936,1,1,1, ,8,01,00,1,07
18969,1,1,1, ,30,06,00,1,12
18969,1,2,1, ,30,06,00,1,06
18970,1,1,4, ,30,03,00,1,05
18976,1,1,4, ,12,06,00,1,15
18987,1,2,4, ,30,08,00,1,01
18987,1,1,4, ,30,08,00,1,01
18988,1,1,1, ,15,04,00,1,11
19003,1,1,1, ,30,04,00,1,02
19030,1,1,3, ,24,00,10,2,01
19040,1,1,1, ,30,03,00,1,07
19104,1,1,4, ,30,02,00,1,05
19117,1,1,3, ,120,08,00,1,05
19117,1,2,3, ,120,08,00,1,05
19135,1,1,2, ,50,08,00,1,03
19162,1,1,2, ,7,02,00,1,40
19180,1,1,5,MINISPLIT EN MODO CALEFACCION,10,02,00,1,05
19184,1,1,5,AIRE ACONDICIONADO Y CALEFACCION,20,00,30,1,01
19187,1,1,4, ,5,02,00,1,20
19215,1,1,1, ,60,01,00,1,03
19220,1,1,2, ,5,02,00,1,02
19222,1,1,2, ,60,03,00,1,08
19229,1,1,2, ,20,01,00,1,07
19231,1,1,1, ,60,07,00,1,06
19233,1,2,5,MINISPLIT,30,03,00,1,03
19233,1,1,5,MINISPLIT,30,03,00,1,04
19237,1,1,1, ,60,09,00,1,12
19244,1,1,5,DE CERAMICA,90,12,00,1,07
19246,1,1,2, ,15,05,00,1,01
19258,1,1,2, ,10,02,00,1,02
19263,1,1,1, ,4,02,00,1,10
19271,1,1,3, ,4,00,15,1,01
19272,1,1,1, ,8,03,00,1,25
19272,1,2,1, ,8,03,00,1,25
19280,1,1,4, ,90,02,00,1,01
19286,1,1,2, ,20,02,00,1,25
19341,1,1,1, ,60,02,00,1,07
19367,1,1,2, ,15,01,00,1,10
19368,1,1,2, ,60,05,00,1,08
19401,1,1,2, ,2,00,30,1,01
19427,1,1,2, ,45,01,00,1,01
19441,1,1,1, ,60,06,00,1,03
19483,1,1,3, ,90,02,00,1,08
19549,1,2,2, ,30,03,00,1,02
19549,1,1,2, ,30,03,00,1,02
19588,1,1,1, ,30,08,00,2,05
20687,1,1,2, ,30,08,00,1,06
20713,1,1,4, ,3,00,30,1,05
20735,1,1,4, ,20,02,00,1,02
20770,1,1,2, ,36,00,30,1,01
20783,1,1,1, ,14,07,00,2,99
20796,1,2,4, ,20,03,00,1,02
20796,1,1,3, ,20,03,00,1,01
20797,1,1,2, ,24,02,00,1,01
20797,1,2,2, ,12,01,00,1,01
20804,1,1,4, ,2,03,00,1,05
20806,1,1,1, ,30,02,00,1,10
20807,1,1,3, ,60,00,15,1,04
20807,1,3,4, ,60,01,00,1,02
20807,1,2,4, ,60,01,00,1,03
20809,1,1,4, ,10,02,00,1,05
20818,1,1,2, ,5,99,99,1,01
20842,1,1,1, ,50,24,00,1,15
20843,1,1,3, ,30,00,20,1,15
20862,1,1,2, ,25,03,00,1,08
20867,1,1,1, ,10,05,00,1,15
20868,1,1,1, ,30,06,00,1,03
20870,1,1,2, ,15,02,00,2,01
20902,1,1,3, ,5,08,00,1,04
20904,1,1,3, ,30,02,00,1,01
20920,1,1,2, ,30,00,30,2,99
20926,1,1,2, ,20,08,00,2,05
20932,1,1,2, ,10,01,00,1,10
20935,1,1,1, ,30,07,00,1,05
20941,1,1,2, ,15,06,00,1,01
20942,1,1,2, ,15,01,00,1,01
20960,1,1,2, ,30,01,00,1,02
20963,1,1,2, ,7,01,00,2,02
20977,1,1,2, ,14,07,00,1,01
20981,1,1,1, ,45,02,00,1,01
20981,1,2,3, ,45,02,00,1,03
20984,1,1,1, ,5,04,00,1,02
20988,1,2,2, ,5,02,00,1,10
20988,1,1,2, ,5,02,00,1,08
21018,1,1,2, ,30,06,00,2,15
21029,1,1,4, ,20,02,00,1,02
21059,1,2,2, ,60,06,00,1,01
21059,1,1,2, ,60,06,00,1,01
21087,1,1,2, ,40,06,00,1,04
21128,1,1,3, ,90,02,00,1,03
21143,1,1,2, ,15,01,00,1,01
21143,1,2,2, ,15,01,00,1,01
21157,1,1,2, ,14,08,00,1,01
21189,1,1,5,MINIESPLIT,40,08,00,2,02
21197,1,1,3, ,20,05,00,1,01
21216,1,1,2, ,16,01,00,1,01
21251,1,1,2, ,60,02,00,1,03
21262,1,1,3, ,40,03,00,1,01
21268,1,1,2, ,8,00,30,2,06
21293,1,1,2, ,3,00,03,1,01
21294,1,1,5,CALEFACTOR TIPO VENTILADOR PARECIDO AL DE TORRE,1,01,00,1,01
21299,1,1,2, ,30,08,00,1,01
21339,1,1,2, ,30,02,00,1,04
21349,1,1,4, ,60,01,30,1,01
21384,1,1,3, ,30,03,00,1,05
21386,1,2,2, ,5,02,00,1,03
21386,1,1,3, ,10,01,00,1,06
21429,1,1,2, ,30,12,00,2,01
22386,1,1,2, ,60,03,00,1,08
22637,1,1,3, ,30,01,00,1,01
22638,1,1,1, ,60,10,00,1,03
22648,1,1,2, ,5,00,05,1,01
22685,1,1,2, ,60,01,00,1,01
22689,1,1,3, ,90,07,00,2,04
22774,1,1,2, ,30,03,00,1,07
22799,1,1,2, ,8,03,00,1,01
22833,1,1,1, ,4,00,15,1,15
22841,1,1,3, ,10,06,00,1,05
22841,1,2,3, ,10,01,00,1,03
22866,1,1,2, ,4,02,00,2,03
22876,1,1,2, ,60,01,00,1,07
22890,1,2,2, ,30,24,00,1,01
22890,1,1,1, ,3,08,00,1,06
22898,1,1,2, ,40,03,00,1,04
22901,1,1,1, ,7,08,00,1,06
22965,1,1,1, ,30,03,00,1,08
22970,1,1,2, ,15,03,00,1,01
22988,1,1,4, ,90,08,00,1,03
22990,1,2,4, ,90,05,00,1,04
22990,1,1,4, ,90,06,00,1,03
22992,1,2,5,MINISPLIT,20,01,40,1,02
22992,1,1,4, ,180,08,00,1,05
22995,1,1,4, ,32,05,00,1,03
22997,1,1,2, ,90,01,00,1,01
23005,1,1,4, ,90,01,00,2,05
23007,1,1,4, ,90,04,00,1,02
23012,1,2,4, ,160,05,00,1,05
23012,1,1,4, ,160,05,00,1,05
23012,1,3,4, ,160,05,00,1,05
23014,1,1,2, ,75,00,30,1,01
23016,1,1,4, ,35,00,40,1,02
23017,1,1,4, ,15,01,00,1,01
23018,1,1,2, ,30,03,00,1,03
23021,1,2,2, ,30,01,30,1,03
23021,1,1,4, ,30,06,00,1,04
23022,1,1,2, ,60,06,00,1,01
23024,1,2,4, ,90,10,00,1,04
23024,1,1,4, ,90,10,00,1,07
23025,1,1,2, ,60,02,00,1,02
23027,1,2,4, ,60,04,00,1,08
23027,1,1,4, ,60,04,00,1,08
23030,1,1,4, ,90,10,00,1,99
23033,1,1,2, ,250,00,15,1,03
23038,1,1,4, ,62,01,00,1,05
23039,1,1,2, ,90,04,00,1,01
23039,1,2,2, ,20,02,00,1,01
23041,1,1,2, ,120,12,00,1,03
23045,1,1,1, ,90,03,00,1,01
23053,1,1,2, ,60,05,00,1,03
23055,1,1,2, ,60,02,00,1,01
23093,1,1,4, ,150,24,00,1,02
23093,1,2,2, ,60,04,00,1,02
23094,1,1,4, ,40,01,00,1,20
23099,1,3,4, ,120,08,00,1,03
23099,1,2,4, ,120,08,00,1,03
23099,1,1,4, ,120,08,00,1,02
23102,1,1,4, ,15,04,00,2,02
23106,1,1,4, ,60,12,00,1,03
23108,1,1,2, ,30,02,00,1,01
23109,1,1,4, ,54,04,00,1,02
23111,1,1,4, ,7,02,00,1,07
23112,1,1,4, ,5,06,00,1,04
23115,1,1,2, ,2,07,00,1,02
23115,1,3,2, ,15,04,00,1,02
23115,1,2,2, ,2,07,00,1,04
23124,1,2,5,MINISPLIT,59,07,00,1,01
23124,1,1,2, ,4,04,00,2,01
23132,1,1,2, ,6,06,00,1,05
23151,1,1,2, ,30,08,00,1,01
23159,1,1,3, ,60,11,00,2,01
23161,1,1,2, ,10,02,00,1,99
23166,1,1,4, ,180,12,00,1,10
23166,1,2,4, ,120,01,00,1,03
23170,1,1,2, ,120,00,15,1,01
23174,1,1,5,DE LEÑA,180,24,00,2,25
23176,1,1,2, ,90,01,30,1,04
23178,1,2,4, ,240,08,00,1,03
23178,1,1,4, ,240,05,00,1,03
23178,1,3,4, ,240,06,00,1,03
23180,1,1,4, ,180,01,00,1,05
23180,1,2,4, ,150,03,00,1,05
23184,1,1,1, ,2,00,10,2,10
23192,1,1,3, ,15,01,00,2,01
23206,1,1,2, ,8,04,00,1,12
23222,1,1,2, ,60,05,00,1,05
23222,1,2,2, ,60,07,00,1,05
23224,1,1,4, ,5,01,00,1,02
23229,1,1,2, ,90,08,00,1,02
23234,1,1,2, ,2,00,25,1,01
23240,1,1,2, ,90,06,00,1,04
23276,1,1,4, ,90,12,00,1,04
23278,1,1,4, ,60,03,00,1,08
23278,1,2,3, ,60,02,00,1,01
23279,1,1,4, ,15,02,00,1,04
23282,1,1,2, ,150,20,00,1,02
23285,1,1,5,DE LEÑA,120,08,00,2,08
23286,1,1,4, ,45,00,30,1,04
23291,1,1,4, ,90,02,00,1,02
23297,1,1,2, ,30,08,00,1,01
23315,1,1,5,ESTUFA DE LEÑA,180,03,00,2,02
23319,1,1,5,ESTUFA DEE LEÑA,120,24,00,1,06
23321,1,1,5,ESTUFA DE LEÑA,180,15,00,1,16
23323,1,1,5,ESTUFA DE LEÑA,210,14,00,2,12
23325,1,1,5,COMO UN ABANICO D ASPS PRO NO A VUEKTAS ELECTRICO,2,06,00,1,02
23348,1,1,2, ,30,12,00,1,06
23372,1,1,2, ,2,08,00,2,01
23375,1,1,3, ,120,06,00,1,02
23386,1,1,4, ,60,08,00,1,01
23418,1,1,2, ,30,03,00,1,03
23453,1,1,2, ,95,02,00,1,15
24502,1,2,5,MINISPLIT,30,03,00,1,02
24502,1,3,5,MINISPLIT,30,03,00,1,01
24502,1,1,5,MINISPLIT,30,03,00,1,04
24507,1,1,3, ,30,24,00,1,01
24525,1,1,5,MINI SPLIT,15,08,00,1,04
24535,1,1,2, ,2,05,00,1,01
24539,1,1,5,UTILIZAN EL MINISPLIT,999,03,00,1,99
24543,1,2,2, ,60,01,00,1,04
24543,1,1,5,MINISPLIT,14,06,00,1,03
24547,1,3,5,UTILIZA EL DEL MINIPLIT INVERTER,20,03,00,1,03
24547,1,2,5,UTILIZA EL DEL MINISPLIT INVERTER,20,03,00,1,03
24547,1,1,5,UTILIZA EL DEL MINISPLIT INVERTER,20,03,00,1,03
24548,1,1,3, ,15,07,00,1,99
24549,1,1,5,MINISPLIT,60,08,00,1,02
24549,1,2,5,MINISPLIT,60,08,00,1,02
24549,1,3,5,MINISPLIT,60,08,00,1,02
24550,1,1,5,UTILIZA EL DE MINISPLIT,10,02,00,1,03
24550,1,5,5,UTILIZA EL DE MINISPLIT,10,02,00,1,03
24550,1,2,5,UTILIZA EL DE MINISPLIT,10,02,00,1,03
24550,1,3,5,UTILIZA EL DE MINISPLIT,10,02,00,1,03
24550,1,4,5,UTILIZA EL DE MINISPLIT,10,02,00,1,03
24555,1,1,1, ,15,99,99,2,02
24559,1,1,2, ,10,00,20,2,03
24560,1,1,2, ,15,01,00,1,01
24563,1,2,3, ,999,02,00,1,03
24563,1,1,1, ,999,12,00,1,03
24564,1,1,2, ,30,24,00,2,01
24569,1,1,3, ,30,06,00,1,03
24571,1,2,2, ,30,06,00,2,04
24571,1,1,2, ,30,06,00,1,03
24573,1,1,5,MINISPLIT,30,02,00,1,04
24575,1,1,2, ,7,02,00,2,01
24576,1,2,1, ,90,12,00,1,03
24576,1,1,1, ,90,12,00,1,03
24580,1,1,2, ,30,05,00,1,02
24581,1,1,1, ,15,18,00,1,01
24583,1,1,4, ,10,02,00,1,03
24587,1,1,5,MINISPLIT,90,04,00,1,03
24590,1,1,2, ,25,10,00,1,01
24593,1,1,3, ,30,00,05,1,01
24595,1,1,2, ,60,04,00,2,02
24596,1,1,3, ,30,08,00,1,02
24598,1,1,2, ,3,02,00,1,03
24602,1,1,5,MINISPLIT,5,05,00,1,01
24604,1,1,2, ,4,02,00,1,01
24612,1,1,2, ,15,03,00,1,01
24612,1,2,2, ,15,04,00,1,01
24613,1,1,2, ,10,04,00,1,01
24616,1,1,3, ,90,06,00,1,03
24618,1,1,1, ,10,03,00,1,02
24619,1,2,2, ,8,00,30,1,07
24619,1,1,5,UTILIZO EL DE MINISPLIT,999,08,00,1,03
24621,1,1,5,USA EL DE MINISPLIT,90,10,00,1,05
24627,1,1,2, ,4,02,00,1,01
24628,1,1,2, ,50,03,30,1,03
24629,1,1,5,MINISPLIT,30,22,00,1,99
24630,1,1,2, ,40,10,00,1,01
24632,1,1,1, ,30,24,00,1,01
24634,1,1,2, ,60,08,00,1,07
24635,1,1,2, ,60,06,00,2,03
24636,1,1,2, ,45,04,00,1,01
24638,1,1,5,MINISPLIT,60,24,00,1,03
24638,1,2,5,MINISPLIT,60,24,00,1,03
24639,1,1,2, ,3,04,00,1,03
24639,1,2,2, ,3,04,00,1,03
24648,1,1,1, ,10,04,00,2,02
24649,1,1,2, ,30,03,00,1,01
24650,1,2,2, ,60,04,00,1,02
24650,1,3,2, ,60,06,00,1,01
24650,1,1,2, ,60,04,00,1,04
24652,1,1,2, ,30,05,00,2,02
24653,1,1,1, ,999,24,00,2,06
24662,1,2,2, ,60,12,00,1,02
24662,1,1,4, ,60,24,00,1,15
24662,1,3,2, ,60,12,00,1,02
24669,1,1,2, ,40,12,00,1,03
24671,1,1,5,MINISPLIT INVERTER,8,08,00,1,02
24676,1,1,4, ,60,04,00,1,02
24677,1,1,2, ,3,05,00,2,10
24678,1,2,2, ,2,04,00,1,02
24678,1,1,2, ,2,04,00,1,02
24679,1,1,3, ,10,02,00,1,01
24684,1,1,2, ,20,03,00,1,01
24685,1,1,3, ,30,03,00,1,03
24688,1,1,2, ,90,16,00,2,01
24689,1,1,3, ,60,08,00,2,04
24690,1,1,2, ,30,12,00,1,01
24693,1,1,5,DEL CLIMA CENTRAL,30,05,00,1,18
24698,1,1,1, ,90,08,00,2,02
24700,1,1,2, ,20,05,00,1,02
24701,1,1,5,AIRE CENTRAL,90,08,00,1,13
24706,1,1,5,MINISPLIT DE ENCENDIDO Y APAGADO,15,05,00,1,05
24712,1,1,2, ,30,06,00,2,99
24715,1,1,2, ,15,08,00,1,10
24715,1,2,3, ,15,08,00,1,10
24716,1,1,5,MINISPLIT DE ENCENDIDO Y APAGADO,30,05,00,1,05
24719,1,2,5,MINISPLIT DE ENCENDIDO Y APAGADO,30,03,00,1,05
24719,1,1,5,MINISPLIT ENCENDIDO Y APAGADO,30,03,00,1,05
24722,1,1,5,MINISPLIT DE ENCENDIDO Y APAGADO,90,16,00,1,03
24725,1,1,5,MINISPLIT DE ENCENDIDO Y APAGADO,3,06,00,1,01
24726,1,2,2, ,30,04,00,2,01
24726,1,1,3, ,3,03,00,1,01
24728,1,1,5,EL AIRE DE VENTANA,30,03,00,1,01
24736,1,1,2, ,30,04,00,2,05
24738,1,1,2, ,60,06,00,2,03
24739,1,1,1, ,60,01,00,1,01
24741,1,1,5,MINISPLIT,90,03,00,1,03
24746,1,1,1, ,60,10,00,2,01
24758,1,1,5,MINI SPLIT,60,08,00,1,03
24759,1,1,4, ,80,02,00,1,05
24763,1,3,5,MINISPLIT DE ENCENDIDO Y APAGADO,20,10,00,1,02
24763,1,2,5,MINISPLIT DE ENCENDIDO Y APAGADO,20,10,00,1,02
24763,1,1,5,MINISPLIT ENCENDIDO Y APAGADO,20,10,00,1,01
24765,1,1,2, ,15,08,00,1,01
24765,1,2,2, ,15,08,00,1,01
24769,1,1,5,MINISPLIT,90,24,00,1,02
24770,1,1,5,MISISPLIT,999,12,00,1,06
24772,1,4,3, ,60,24,00,1,04
24772,1,1,1, ,60,24,00,1,01
24772,1,3,2, ,60,24,00,1,01
24772,1,2,1, ,60,24,00,1,01
24773,1,1,5,MINISPLIT,50,04,30,1,01
24779,1,1,2, ,3,02,00,1,01
24785,1,1,3, ,999,24,00,2,01
24797,1,1,1, ,15,05,00,1,03
24811,1,1,5,MINISPLIT,60,12,00,1,06
24812,1,1,5,MINISPLIT INVERTER,90,03,00,1,02
24814,1,3,5,MINISPLIT,7,06,00,1,02
24814,1,2,5,MINISPLIT,7,06,00,1,02
24814,1,1,5,MINISPLIT,7,06,00,1,02
24815,1,1,2, ,60,04,00,1,02
24819,1,1,2, ,30,08,00,1,04
24820,1,1,2, ,5,02,00,1,01
24824,1,1,2, ,4,05,00,1,03
24827,1,1,5,MINISPLIT,60,08,00,1,05
24827,1,2,5,MINISPLIT,60,08,00,1,06
24850,1,1,1, ,6,24,00,2,01
24851,1,1,2, ,10,12,00,1,03
24857,1,1,2, ,30,02,00,1,99
24858,1,1,5,MINISPLIT DE ENCENDIDO Y APAGADO,60,08,00,1,05
24860,1,1,2, ,60,99,99,1,99
24862,1,1,1, ,6,02,00,1,02
24865,1,1,2, ,15,18,00,1,03
24867,1,1,1, ,999,03,00,1,02
24867,1,2,1, ,999,03,00,2,02
24869,1,1,2, ,20,12,00,1,05
24881,1,1,2, ,25,12,00,1,01
24882,1,2,5,MINISPLIT,90,03,30,1,05
24882,1,1,5,MINISPLIT,90,03,30,1,05
24883,1,1,2, ,20,09,00,1,04
24888,1,1,2, ,30,00,30,1,12
24889,1,1,5,USA EL DE MINISPLIT,15,12,00,1,02
24893,1,1,2, ,5,10,00,1,02
24902,1,1,5,MINISPLIT DE ENCENDIDO Y APAGADO,15,06,00,1,06
24906,1,1,5,MINISPLIT,40,01,00,1,03
24926,1,1,2, ,36,03,00,1,02
24945,1,1,5,MINISPLIT,30,24,00,1,01
24947,1,1,5,MINISPLIT,30,05,00,1,06
24967,1,1,2, ,30,02,30,1,01
24979,1,1,5,MINISPLIT DE ENCENDIDO Y APAGADO,30,01,00,1,05
24993,1,2,2, ,45,16,00,1,02
24993,1,1,1, ,45,16,00,1,01
24998,1,1,1, ,10,08,00,1,07
24998,1,2,2, ,10,08,00,1,03
25021,1,1,2, ,8,06,00,1,02
25028,1,1,2, ,30,10,00,1,02
25032,1,1,5,MINISPILIT INVERTER,15,07,00,1,05
25033,1,1,3, ,30,06,00,1,04
25041,1,1,5,MINISPLIT,10,03,00,1,01
25045,1,1,3, ,50,04,00,1,01
25054,1,1,5,MINISPLIT,30,04,00,1,04
25055,1,3,5,MINI SPLIT,60,01,00,1,01
25055,1,2,5,MINI SPLIT,60,02,00,1,02
25055,1,1,5,MINI SPLIT,60,02,00,1,03
25060,1,1,4, ,10,06,00,1,03
25062,1,2,2, ,60,08,00,1,02
25062,1,1,2, ,60,08,00,1,01
25079,1,1,2, ,60,07,00,2,05
25085,1,1,2, ,30,08,00,2,02
25091,1,1,1, ,60,02,00,1,01
25107,1,1,5,MINISPLIT,5,02,00,1,01
25121,1,1,2, ,30,10,00,1,01
25131,1,1,5,MINI SPLIT,30,04,00,1,05
25135,1,1,2, ,2,24,00,1,02
25136,1,1,1, ,6,05,00,1,03
25140,1,1,2, ,6,08,00,1,01
25144,1,1,2, ,75,04,00,2,01
25146,1,1,2, ,60,06,00,2,01
25147,1,2,2, ,30,24,00,1,01
25147,1,1,2, ,30,24,00,1,01
25155,1,1,2, ,5,03,30,2,01
25158,1,1,2, ,15,07,00,2,01
25159,1,1,2, ,40,05,00,2,03
25166,1,1,2, ,30,03,00,2,03
25170,1,1,1, ,15,04,00,2,04
25266,1,1,2, ,30,03,00,1,01
25285,1,1,2, ,9,12,00,1,06
25291,1,1,2, ,30,06,00,2,01
25303,1,1,2, ,15,02,00,2,01
25322,1,1,5,MINI SPLIT,5,03,00,1,02
25325,1,1,2, ,15,00,15,2,03
25328,1,2,1, ,30,02,00,1,01
25328,1,1,1, ,30,02,00,2,12
25331,1,1,5,CALEFACTOR DE AIRE FORZADO,1,00,40,2,01
25332,1,1,2, ,30,10,00,2,02
25353,1,1,5,CALEFACTOR ELECTRICO NO DE TORRE,15,00,20,1,02
25434,1,1,5,CALEFACTOR DE CONVECCION,30,04,00,1,01
25598,1,1,1, ,60,05,00,1,04
25618,1,1,3, ,30,01,00,1,06
25683,1,1,2, ,45,12,00,1,01
25683,1,2,2, ,30,01,00,1,03
25871,1,1,2, ,8,01,30,1,01
25891,1,1,2, ,90,00,40,1,01
25892,1,1,1, ,30,02,00,1,01
25892,1,2,2, ,60,03,00,1,01
25892,1,3,1, ,30,01,00,1,01
25894,1,1,1, ,30,02,00,1,10
25898,1,1,2, ,14,00,30,1,06
25946,1,1,3, ,20,02,00,1,02
25947,1,1,1, ,3,01,00,2,07
25976,1,1,3, ,30,02,00,2,04
25994,1,1,1, ,30,02,00,1,03
26076,1,2,2, ,30,03,00,1,01
26076,1,1,2, ,30,03,00,1,08
26110,1,1,2, ,30,01,00,1,03
26248,1,1,2, ,4,01,30,1,13
26334,1,1,1, ,10,03,00,2,02
26340,1,1,3, ,30,02,00,1,04
26346,1,1,2, ,10,02,00,1,06
26367,1,1,1, ,30,00,30,1,01
26369,1,1,1, ,15,05,00,1,01
26380,1,1,3, ,40,05,00,1,04
26393,1,1,2, ,3,06,00,1,02
26407,1,1,3, ,10,05,00,1,07
26986,1,1,2, ,10,01,00,2,05
27199,1,1,9, ,30,06,00,1,03
28048,1,1,3, ,6,02,00,1,07
28052,1,1,2, ,6,00,40,1,19
28078,1,1,2, ,15,03,00,1,05
28084,1,1,2, ,8,12,00,1,01
28095,1,1,2, ,5,03,00,1,03
28110,1,1,2, ,60,08,00,1,02
28111,1,1,4, ,60,03,00,1,15
28121,1,1,3, ,10,02,00,2,01
28123,1,1,2, ,4,02,00,1,99
28125,1,1,2, ,20,01,00,1,01
28134,1,1,3, ,1,03,00,2,99
28148,1,1,2, ,30,02,00,2,03
28153,1,1,3, ,30,01,00,1,01
28156,1,1,1, ,6,04,00,1,10
28157,1,1,4, ,2,20,00,1,06
28165,1,1,4, ,10,02,00,1,10
28172,1,1,4, ,60,03,00,1,03
28172,1,2,4, ,60,03,00,1,03
28173,1,1,4, ,45,03,00,1,30
28174,1,1,1, ,20,05,00,2,05
28179,1,1,2, ,5,02,00,1,01
28188,1,1,1, ,15,01,00,1,12
28190,1,1,2, ,30,01,00,1,04
28198,1,1,3, ,60,02,00,1,01
28200,1,1,4, ,999,01,00,1,04
28233,1,1,2, ,60,03,00,2,99
28236,1,1,1, ,10,04,00,1,15
28238,1,1,2, ,15,02,00,2,05
28243,1,1,4, ,60,00,30,1,02
28245,1,1,3, ,60,02,00,1,04
28246,1,1,3, ,6,01,00,1,05
28259,1,1,1, ,6,04,00,1,02
28311,1,1,2, ,90,00,30,2,02
28318,1,1,2, ,60,02,00,2,10
28326,1,1,2, ,20,06,00,1,03
28348,1,1,2, ,40,03,00,2,03
28357,1,1,3, ,15,03,00,1,01
28362,1,1,1, ,3,01,00,1,01
28368,1,1,1, ,1,06,00,1,01
28378,1,1,1, ,20,02,00,1,05
28410,1,1,2, ,30,04,00,1,01
28414,1,1,4, ,60,03,00,1,09
28427,1,1,3, ,7,00,20,2,08
28433,1,1,2, ,60,02,30,1,02
28434,1,1,2, ,30,02,00,1,03
28457,1,1,2, ,7,00,30,1,02
28480,1,1,2, ,4,06,00,1,07
28514,1,3,2, ,30,01,00,1,07
28514,1,2,3, ,30,02,00,1,06
28514,1,1,2, ,30,02,00,1,01
28541,1,2,3, ,30,02,00,1,01
28541,1,1,1, ,30,01,30,1,04
28542,1,1,2, ,60,02,00,2,10
28558,1,1,1, ,120,01,30,2,15
28570,1,1,1, ,5,02,00,1,14
28599,1,1,2, ,1,12,00,1,01
28606,1,1,1, ,15,02,00,2,04
28608,1,1,2, ,10,03,00,1,15
28610,1,1,2, ,30,00,15,2,10
28616,1,1,4, ,100,02,00,1,04
28630,1,1,3, ,30,06,00,1,01
28677,1,1,2, ,2,02,00,2,99
28715,1,1,2, ,999,02,00,1,02
28738,1,1,1, ,60,00,20,1,08
28777,1,1,1, ,2,05,00,2,03
28803,1,1,2, ,2,10,00,1,02
28808,1,1,2, ,15,08,00,2,99
28830,1,1,2, ,15,08,00,2,99
28850,1,1,1, ,10,01,00,1,07
28870,1,1,1, ,1,01,00,2,06
28901,1,1,2, ,7,04,00,1,10
